author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,Topic
859845341843083264,2022-04-01 23:25:54+00:00, ,1510035757305454593,en,6,0,2,2,Twitter for iPhone,"@slooterman @mrsmacbiogal It was @aneeman who gave me the best advice when I was seeking DX: “John, I get why you might need it. We tend to love certainty. But we have a saying that ‘autistic adults diagnose others’. Why don’t you attend a meet-up of autistics and see what you see.”

Warning…",Diagnosis
989814799679737856,2022-04-01 23:25:42+00:00,31bb014b56203c53,1510035707729002503,en,0,0,0,0,Twitter for iPhone,I love what they’re saying but also fear misinformation bc there seems to be even less known about black women &amp; autism. I’ve been wondering if I’m on the spectrum for about a year now. https://t.co/fFgFh6c2TO,Diagnosis
1173651271561162753,2022-04-01 23:24:13+00:00, ,1510035333324419081,en,3,0,0,2,Twitter for iPhone,"‘Mild Autism’ doesn’t mean a child experiences Autism mildly, rather it is YOU who experiences their Autism mildly. You may never know how hard they have had to work to get to that level #autism #asd #autismontario #autismspectrum #BeTheChange  #neurodiversity #endthestigma #aba https://t.co/RNZnCpFED3",Diagnosis
1458150688773529609,2022-04-01 23:22:23+00:00, ,1510034873368653825,en,27,1,1,3,Twitter Web App,"@PunishedMeredi1 Apparently Wilhelm II believed in ""amerimutt racial autism"" because he acknowledged white people exist https://t.co/JDpua4rJcT",Diagnosis
70008224,2022-04-01 23:21:42+00:00, ,1510034703088295937,en,0,0,0,0,Twitter for iPhone,Self diagnosing with autism is the popular thing to do right now 🙄,Diagnosis
2984825059,2022-04-01 23:20:21+00:00, ,1510034362313560065,en,1,0,0,0,Twitter for iPhone,@ClipsAnon @grumpyshrubbery Autism really isn’t that rare. And if you’re a less traumatized Autistic person and thus “act less autistic” you’re more likely to be diagnosed just as having ADHD,Diagnosis
1496241732979236866,2022-04-01 23:20:04+00:00, ,1510034291165700100,en,6,0,1,0,Twitter for Android,"@lovelyvelamine @NeemityNim Wow there are so many things here that I didn't even know, thank you for keeping all of us informed!! My little sister is autistic (shes self diagnosed, we brought her to the doctors as a child and they actually blamed my father for it? And then another doctor said she was) (1/2)",Diagnosis
1405075794523672582,2022-04-01 23:16:02+00:00, ,1510033274743435265,en,2,0,1,0,Twitter for Android,"@joakley2049 as autism rates continue to climb i feel like this may eventually become a thing, cos atm young people just learn dating from euphoria",Diagnosis
1099368526710747137,2022-04-01 23:14:17+00:00, ,1510032832759967745,en,3,0,1,0,Twitter for Android,"What is the fucking point. Like dude, the neurodiversity movement started as strictly a movement for autistic rights and other neurotypes really only joined recently. 

Am I wrong to be as bothered and upset as I am",Diagnosis
1394471336072736769,2022-04-01 23:13:27+00:00, ,1510032626501009411,en,0,0,0,0,Twitter for iPhone,"Me: I’m most likely autistic
Psychologist assessing me: You make eye contact and have empathy, you can’t be.
Me: Thanks for not helping, even though I’m really struggling atm",Diagnosis
724516748,2022-04-01 23:11:28+00:00, ,1510032126497984523,en,16,0,1,0,Twitter for iPhone,Autistic Females are nearly always misdiagnosed going through multiple diagnoses before they get the life changing three letters. This puts extra strain on their mental health often going through decades of anguish before they get to the end.,Diagnosis
1022951836968345600,2022-04-01 23:09:19+00:00, ,1510031583864045572,en,0,0,1,0,Twitter for Android,"I love the rainbow infinity sign but it is not necessarily a sign for #autism . The rainbow infinity sign is for neurodivergence. You can be neurodivergent and not autistic. neurodivergent. If you are dyslexic, dyspraxic, dyscaulic, have ADHD, etc, then you are neurodivergent.",Diagnosis
68920859,2022-04-01 23:00:00+00:00, ,1510029240229634050,en,9,0,2,3,Twitter Web App,"Every April, the Autism Society works to promote the acceptance of the condition that affects 1 in 54 children in the US.

With the autism diagnosis rate increasing fast, we take these 30 days to celebrate the differences of, learn more about, &amp; empower autistic individuals. https://t.co/0RfmSyFmbk",Diagnosis
28927521,2022-04-01 22:59:51+00:00, ,1510029203130966018,en,1,0,1,0,Twitter for iPhone,"1/2 Autism isn’t on the rise, diagnoses are. There’s a difference. There’s often a genetic component. We have so many stories about our undiagnosed parents.",Diagnosis
4704903234,2022-04-02 23:58:30+00:00, ,1510406349737410572,en,13,0,1,0,Twitter for iPhone,"@sossmak @littleferret22 If she believes that being trans is “a mental illness” like most TERFs then she is incredibly ableist towards autistic people, who are neurodivergent and not mentally ill.",Diagnosis
1450861159893045251,2022-04-02 23:57:52+00:00, ,1510406192304214017,en,0,0,1,0,Twitter Web App,"@boofsmom One of my nieces has autism. She's a 22-year-old toddler. You don't ""accept"" it. It isn't GOOD. Mild Aspbergers' is one thing. But not that.",Diagnosis
1500673846348767235,2022-04-02 23:57:51+00:00, ,1510406184561524736,en,2,0,0,0,Twitter Web App,successful strains of autism do indeed exist https://t.co/Ql6YEZ4ASq,Diagnosis
801137828,2022-04-02 23:57:13+00:00, ,1510406026096517124,en,0,0,1,0,Twitter for Android,13/18 the brain when forming has focused on the perception thus the kid is autistic or some-what odd(in comparison to at that time social order) which is why in the last 10 generations we have gotten to that 3/4 generation areas where the genome is being built from generation,Diagnosis
1014063058749046785,2022-04-02 23:56:54+00:00, ,1510405948178718720,en,4,0,0,0,Twitter Web App,"also fun fact of the day: I actually decided that she was autistic shortly after I found out about my diagnosis when I was around thirteen, so yeah.
this character's been around for quite some time.",Diagnosis
1641874940,2022-04-02 23:55:04+00:00, ,1510405485341552649,en,0,0,0,0,Twitter Web App,"@Kaija_Rayne The first concept of autism was put together in 1911.

111 years later and some of the bullshit they hit us with hasn't changed at all.",Diagnosis
1450942425657081869,2022-04-02 23:54:35+00:00, ,1510405365573201922,en,8,0,1,1,Twitter for Android,"When I was young, fem-labeled kids were rarely dx'd autistic. We were given many other dx's no matter how inaccurate or harmful. By the time I even knew how autism could manifest in different people I had been called depressed, anxious, shy, schizo-affective, borderline, freak...",Diagnosis
774844243563122688,2022-04-02 23:54:18+00:00, ,1510405291992616964,en,1,0,0,0,Twitter for iPhone,@MsRobinHosking There are degrees in the Autism spectrum. Some people can have severe to milder ‘quirky’ behavior. I know a few😉,Diagnosis
2620082210,2022-04-02 23:54:17+00:00, ,1510405287114641408,en,1,0,0,0,Twitter for iPhone,watching the chris chan documentary has made me realize im definitely mildly autistic,Diagnosis
2920468458,2022-04-02 23:54:01+00:00, ,1510405220467048451,en,1,0,0,0,Twitter Web App,"@mrsmoranimal It's hard at the start because it seems the only voices out there are the Autism Moms. We're slowly overtaking them, and raising our children and ourselves with self-love and pride. Not to mention the amount of us receiving our own diagnosis late in life.",Diagnosis
782347572937580545,2022-04-02 23:53:24+00:00, ,1510405068612374532,en,1,0,0,0,Twitter for iPhone,"@autisticdreamer I know there are a lot of studies out that have found that the brains of trauma victims and autistic people seem to be very similar. And personally, I feel like our brains process trauma and grief in different ways than NT’s. Point is: I totally relate to you. 💖",Diagnosis
1124392230758666240,2022-04-02 23:53:02+00:00, ,1510404975234633731,en,1,0,2,0,Twitter Web App,"@CoinsToBegin i think the other thing people leave out is like, the people who can afford healthcare usualy want the bullshit psuedoscience treatments too. like, my parents could afford healthcare, but i never had it growing up because they thought it caused autism",Diagnosis
1158234929978859520,2022-04-02 23:52:45+00:00, ,1510404904258609152,en,1,0,1,0,Twitter for iPhone,"Just bc you’re off color/ quirky does not make you autistic, and if you suspect, then go and discuss with a professional before attempting to become some fucking spokesperson, it’s not doing anyone (particularly on spectrum) good to have you running around with your bullshit.",Diagnosis
1158234929978859520,2022-04-02 23:52:45+00:00, ,1510404902622830592,en,1,0,1,0,Twitter for iPhone,So I just need to get this off my chest bc it bothered me… plz don’t self diagnose autism. I worked solely with kids with autism and saw such a wide variety of kids and the person who self diagnosed literally not at all. It just promotes further misunderstanding. 1/,Diagnosis
1382832859,2022-04-02 23:52:14+00:00, ,1510404772146393088,en,0,0,0,0,Twitter for iPhone,My brother actually got evaluated but in like 1994 and they said he can’t be autistic bc he talks too much 🙃 parents never took him back but the neurodivergence is STRONG in the FamDrin I’ll tell ya that much,Diagnosis
16307271,2022-04-02 23:48:31+00:00, ,1510403836040650757,en,0,0,2,0,Twitter for iPhone,@ahhhh111111111 It’s not a disease. It’s a developmental difference that up until the 1980s hadn’t been recognized. It needs to be acknowledged and people need to be taught understanding and acceptance of this with autism.,Diagnosis
1244379704787906560,2022-04-02 23:47:39+00:00, ,1510403618951815171,en,82,0,6,16,Twitter for iPhone,"Hi there!!!!! I’m a 16 year old Autistic male. Instead of supporting a shitty ass company that treats Autism like an epidemic.
Watch this cool video of me playing Sonic Adventure on my PC as Blaze the Cat! Mods are awesome right? https://t.co/kLpgKud1ZK https://t.co/iatfFJdzRt",Diagnosis
2355363108,2022-04-02 23:47:33+00:00, ,1510403594616512515,en,0,0,0,0,Twitter for iPhone,"@xmatmalx @Custerfluck3517 @toweliesweed Disabled means you don’t have legs, or you have cerebral palsy, or you’re missing arms. That has nothing to do with autism at all whatsoever, can autistic people be disabled? Yes, are all disabled people autistic? No.",Diagnosis
1054823577705500672,2022-04-02 23:44:52+00:00, ,1510402920545673219,en,1,0,0,0,Twitter for Android,"You know what I hate? People calling autism an ""illness"". Like it's something that can be or needs to be cured. Spoiler alert: it's not a bloody illness! It's a different neurotype. Our brains work differently. That's it.

#ActuallyAutistic #AutismAcceptanceMonth",Diagnosis
863549282,2022-04-02 23:43:50+00:00, ,1510402661136351240,en,0,0,0,0,Twitter Web App,⚡️ “This Woman Was Diagnosed With Autism At 44. She Shares Why Many Autistic Girls Are Overlooked.” by @HuffPost https://t.co/2ZmZBNmugK,Diagnosis
723370088485675008,2022-04-02 23:42:13+00:00, ,1510402252090998785,en,0,0,2,0,Twitter for iPhone,@L_Landeros99 @NouisMae @AITA_online Did he specifically say that neither of those were the case? He did bring up “other cultures” which is a weird thing to mention if there’s no reason to and a lot of women don’t know they have autism because it’s highly under diagnosed.,Diagnosis
835253772708429825,2022-04-02 23:42:12+00:00, ,1510402249725464576,en,0,0,0,0,Twitter for iPhone,"April is #WorldAutismMonth, and today is #WorldAutismDay2022. 1 in 44 children and 1 in 45 adults are on the autism spectrum. 

I encourage you to support the cause with a small contribution, https://t.co/gr0EL9MM4t

#doralproud #doral #teammariaca #autismawareness #autismspeaks https://t.co/XaZbPKmxTh",Diagnosis
1478947875442683907,2022-04-02 23:41:25+00:00, ,1510402052916068352,en,4,0,3,1,Twitter for iPhone,"Why is it that we can accept that #autism and #adhd aren’t disorders but instead neurotypes, but we still see #bpd #bipolar #DID #Schizophrenia and others as disorders? It’s saneism plain and simple. 
#ActuallyAutistic #madtwitter #saneism",Diagnosis
2355363108,2022-04-02 23:41:05+00:00, ,1510401968057036805,en,0,1,0,0,Twitter for iPhone,"@xmatmalx @Custerfluck3517 @toweliesweed No, and autistic people aren’t considered disabled so uhhh what?",Diagnosis
1121287976267288576,2022-04-02 23:40:34+00:00, ,1510401839027523587,en,0,0,0,1,Twitter for Android,Still can't get over a breeder equating the spider gene to autism as an argument for why its OK to breed spider ball pythons,Diagnosis
290362175,2022-04-02 23:38:43+00:00, ,1510401370729299968,en,0,0,0,0,Twitter for Android,"""This Woman Was Diagnosed With Autism At 44. She Shares Why Many Autistic Girls Are Overlooked.""  https://t.co/2MNv0fz5do",Diagnosis
1374231146528182273,2022-04-02 23:38:18+00:00, ,1510401264760332289,en,4,0,0,0,Twitter Web App,"@norfbritain @BarneyFlames @jrhaley101 HBD is all insanely autistic men, there are probably more trans women in that group than cis women.",Diagnosis
872853655879245824,2022-04-02 23:34:48+00:00, ,1510400384392581121,en,0,0,0,0,Twitter for Android,@MapleSyru_p @GovofCO Because we are better able to recognize and diagnose it across the entire spectrum now. In earlier times a lot of autistic people were either misdiagnosed or their condition was ignored entirely.,Diagnosis
872853655879245824,2022-04-02 23:32:56+00:00, ,1510399915284905990,en,0,0,0,0,Twitter for Android,"@ruaann11 @MapleSyru_p @GovofCO No. Autism is not a disease that is inflicted upon people because they've been ""poisoned"" and I wish you would stop for a moment to consider just how grotesque, and insulting to autistic people, that suggestion is",Diagnosis
961308282399764480,2022-04-02 23:32:52+00:00, ,1510399898738327552,en,1,0,1,0,Twitter for iPhone,I literally could’ve been so great by now if my autism diagnosis wasn’t hidden. Could’ve been making money on my art. Could be fantastic. Instead I’m having autistic meltdowns at work and I’m borderline non-functional at almost 30.,Diagnosis
561187528,2022-04-02 23:32:06+00:00, ,1510399707943743496,en,7,0,0,1,Twitter Web App,"On Monday, wear BLUE in support of #AutismAcceptanceMonth and our friends on the spectrum. 

Autism is a neurological disorder impacting 1 in 44 children, and which may impair social, communicative, and/or cognitive functioning. #haggarlearns https://t.co/RgIltKVORB",Diagnosis
872853655879245824,2022-04-02 23:31:52+00:00, ,1510399646895644672,en,0,0,0,0,Twitter for Android,"@Doceos1 @GovofCO No. Autism is not a disease that is inflicted upon people because they've been ""poisoned"" and I wish you would stop for a moment to consider just how grotesque, and insulting to autistic people, that suggestion is",Diagnosis
1468985533988700163,2022-04-02 23:30:30+00:00, ,1510399302849507328,en,2,0,0,0,Twitter for iPhone,"Autism isn’t a disease. It doesn’t need treatment, intervention, prevention, or a cure. It’s a different way of intaking, processing, and responding to information, and social and sensory input. It needs understanding, acceptance, and support. This is hate speech and eugenics https://t.co/LUF44LhgDf",Diagnosis
2885640660,2022-04-02 23:30:09+00:00, ,1510399216715124736,en,3,0,1,0,Twitter Web App,"@9oldendragon @Maelduneighty1 @HuffPost Most adults with autism will not qualify for disability benefits because they'll need to have worked in the past, and because autism is congenital, it won't “worsen” over time and render someone unable to work midlife.",Diagnosis
1456622211708555264,2022-04-02 23:28:48+00:00, ,1510398874401193986,en,0,0,1,0,Twitter Web App,"Diagnosed with high functioning #autism (or Asperger’s) on September 27, 2021 after I’ve already had suspicions for about 3 years leading up to the assessment. There are many undiagnosed autistic adults wandering this earth.",Diagnosis
1330126393850687493,2022-04-03 23:59:15+00:00, ,1510768924882833410,en,0,0,0,0,Twitter for Android,autism is much higher in men btw do something about it — You hv bride? https://t.co/9KF6CCl3d6,Diagnosis
784192362784358400,2022-04-03 23:57:59+00:00, ,1510768607269212162,en,0,0,1,0,Twitter for iPhone,"@BGI_Genomics I’m sorry? A disease? Last time I checked, diseases kill people. Virus like the Flu, Small Pox, COVID-19, SARS, all kill people. I don’t remember Autism ever once killing someone. But do you know what kills? Ableism. It has hurt many lives daily. If something is to be… https://t.co/M3gOXC6k1b",Diagnosis
2420828646,2022-04-03 23:56:48+00:00, ,1510768311033733121,en,7,0,1,0,Twitter Web App,"My autism diagnosis has been a blessing and a curse. However I am different from the world in terms of my ability to understand people and how to talk with them, it's made my career above average for my age at the cost of being harder to start friendships and relationships.",Diagnosis
1474615718058549253,2022-04-03 23:56:25+00:00, ,1510768212455178246,en,8,0,0,5,Twitter for iPhone,"April is Autism Awareness Month and we always like to use our platform to inform, educate, enlighten and/or acquire knowledge that helps open the conversation on such a prevalent condition. Autism is not a choice; acceptance is. #1in50 #AutismAcceptance 🤙🏼🐃🏈🧩 https://t.co/Lfqsjtr8zp",Diagnosis
2726512659,2022-04-03 23:56:07+00:00, ,1510768139100950534,en,2,0,0,0,Twitter for Android,"the autism warrior parents see autism as disease that needs to be eradicated at any cost, their own fucking kids are acceptable collateral damage",Diagnosis
4431074601,2022-04-03 23:55:20+00:00, ,1510767941368881162,en,1,0,1,0,Twitter for Android,"am i the only one that feels icky when autism is called a disability? i get that some people have more difficulties than others but for me its just a different way of existing? like, sure it does cause me some issues but i feel like its good in alot of other ways",Diagnosis
2884200258,2022-04-03 23:54:28+00:00, ,1510767721990000643,en,4,0,1,1,Twitter for iPad,"TW: ableism
.
.
.
.
.
Don't be an ableist like this P.O.S.. Autism is NOT a disease, and there doesn't need to be a cure for autism. The person in this tweet mistreats their daughter and is nothing but a discriminator to autistic people.

Support autistic people! https://t.co/6H3mhyaxI6",Diagnosis
1483756483477049344,2022-04-03 23:52:34+00:00, ,1510767245852479490,en,2,0,0,0,Twitter for Android,"Today, we talk about Autism: A spectrum disorder that affects every 14/1000 children. It is a lifelong disability,senses being out of sync. Itr. Club of Gurukul The School urges you to empathize more towards these people, for they are the same humans as us at the end of the day! https://t.co/NPv8ZTB4dF",Diagnosis
2602181830,2022-04-03 23:50:33+00:00, ,1510766738631282694,en,1,0,1,0,Twitter for iPhone,"@AllisonRFloyd @theshiniestbox @AndBlueWool Autism is not diagnosed prenatally, yet. If her daughter has the intellectual ability to tweet, yet cannot dress herself or put on deodorant, than that huge team of treatment professionals are either not doing their job and overlooking some serious problems OR 1/2",Diagnosis
2454115968,2022-04-03 23:50:14+00:00, ,1510766658389913600,en,0,0,0,0,Twitter Web App,"@DollarVigilante The definition of autism and including high level autism into the numbers. Also women giving birth at a later age, into their 40's, has led to an increase in autism and downs syndrome.",Diagnosis
759497056981553152,2022-04-03 23:49:19+00:00, ,1510766426285649924,en,0,0,0,0,Twitter for Android,"And here I thought I was already diseased with Covid this week but nope, turns out Autism is a disease.

Who tf posted this? https://t.co/ybNpoW68Yv",Diagnosis
1089659330,2022-04-03 23:48:27+00:00, ,1510766209461014528,en,0,0,0,1,Twitter Web App,"Over a 100,000 autism cases recorded annually in Nigeria

It's more than we know it is, doubt the Nigerian State even does anything to provide for these special needs category

Many parents are winging it, some don't even know what's happening to their kids

God help our children",Diagnosis
3468001409,2022-04-03 23:46:24+00:00, ,1510765692064350215,en,1,0,2,0,Twitter Web App,Those two YouTubers that caused drama earlier today are doing a stream and saying that the autistic community sounds like illness fakers. https://t.co/zqudf1dTin,Diagnosis
1213630309863841794,2022-04-03 23:46:10+00:00, ,1510765633427881985,en,11,0,0,0,Twitter for iPhone,"Anyways yeah got home, took the RAADS-R test and did some thinking and it turns out I definitely have autism LMFAO

That person follows me now so if you’re reading this, thanks for making my realization breakthrough happen while holding hands with a really pretty lady 💜",Diagnosis
1290923492230103047,2022-04-03 23:46:07+00:00, ,1510765621759430656,en,0,0,0,0,Zapier.com,"My son's recent autism diagnosis was no surprise. He can name every US president and count to 120, all before the age of 4.https://t.co/LnrX1nfJxs",Diagnosis
339806289,2022-04-03 23:44:55+00:00, ,1510765318393769987,en,0,0,0,0,Twitter for iPhone,@commaficionado @BGI_Genomics Wow. This is exceptionally disturbing information. Autism is not a disease!,Diagnosis
